time,open,high,low,close,tick_volume,spread,real_volume,symbol,timestamp,date
1470355200,571.0,576.9,564.38,571.95,19516,0,0,BTCUSD,2016-08-05 00:00:00,2016-08-05
1470614400,588.38,590.5,583.83,585.74,15177,0,0,BTCUSD,2016-08-08 00:00:00,2016-08-08
1470700800,585.74,585.95,578.23,581.38,13636,0,0,BTCUSD,2016-08-09 00:00:00,2016-08-09
1470787200,581.2,595.4,580.02,589.41,19350,0,0,BTCUSD,2016-08-10 00:00:00,2016-08-10
1470873600,589.38,593.51,583.9,588.9,19891,0,0,BTCUSD,2016-08-11 00:00:00,2016-08-11
1470960000,588.9,588.94,579.09,583.73,16429,0,0,BTCUSD,2016-08-12 00:00:00,2016-08-12
1471219200,564.64,570.87,558.68,565.06,20921,0,0,BTCUSD,2016-08-15 00:00:00,2016-08-15
1471305600,565.07,581.48,561.53,576.23,22959,0,0,BTCUSD,2016-08-16 00:00:00,2016-08-16
1471392000,576.24,579.5,567.24,569.24,19859,0,0,BTCUSD,2016-08-17 00:00:00,2016-08-17
1471478400,569.23,576.37,567.45,572.54,23650,0,0,BTCUSD,2016-08-18 00:00:00,2016-08-18
1471564800,572.55,574.88,566.14,573.5,20140,0,0,BTCUSD,2016-08-19 00:00:00,2016-08-19
1471824000,577.96,596.28,576.0,587.29,14728,0,0,BTCUSD,2016-08-22 00:00:00,2016-08-22
1471910400,586.0,591.5,577.96,581.0,10150,0,0,BTCUSD,2016-08-23 00:00:00,2016-08-23
1471996800,581.0,582.05,576.3,576.85,16224,0,0,BTCUSD,2016-08-24 00:00:00,2016-08-24
1472083200,576.85,578.91,570.29,573.42,14570,0,0,BTCUSD,2016-08-25 00:00:00,2016-08-25
1472169600,573.42,580.73,573.0,575.98,22561,0,0,BTCUSD,2016-08-26 00:00:00,2016-08-26
1472428800,571.4,578.57,571.1,576.2,14820,0,0,BTCUSD,2016-08-29 00:00:00,2016-08-29
1472515200,576.2,580.73,573.04,578.4,17075,0,0,BTCUSD,2016-08-30 00:00:00,2016-08-30
1472601600,578.4,579.99,574.81,576.72,20533,0,0,BTCUSD,2016-08-31 00:00:00,2016-08-31
1472688000,576.73,580.19,573.3,574.7,17635,0,0,BTCUSD,2016-09-01 00:00:00,2016-09-01
1472774400,574.68,577.56,570.14,576.97,17461,0,0,BTCUSD,2016-09-02 00:00:00,2016-09-02
1473033600,603.42,608.84,597.81,605.0,5594,0,0,BTCUSD,2016-09-05 00:00:00,2016-09-05
1473120000,605.0,609.77,602.0,606.13,4135,0,0,BTCUSD,2016-09-06 00:00:00,2016-09-06
1473206400,606.33,610.88,603.89,608.1,3009,0,0,BTCUSD,2016-09-07 00:00:00,2016-09-07
1473292800,607.63,626.77,606.06,622.51,4634,0,0,BTCUSD,2016-09-08 00:00:00,2016-09-08
1473379200,622.51,624.34,616.95,619.85,5202,0,0,BTCUSD,2016-09-09 00:00:00,2016-09-09
1473638400,597.4,610.12,596.0,608.79,5018,0,0,BTCUSD,2016-09-12 00:00:00,2016-09-12
1473724800,608.8,613.37,604.12,610.9,3038,0,0,BTCUSD,2016-09-13 00:00:00,2016-09-13
1473811200,608.5,611.97,603.89,607.11,3371,0,0,BTCUSD,2016-09-14 00:00:00,2016-09-14
1473897600,607.0,610.9,605.89,608.0,9576,0,0,BTCUSD,2016-09-15 00:00:00,2016-09-15
1473984000,608.0,610.35,606.53,607.6,15394,0,0,BTCUSD,2016-09-16 00:00:00,2016-09-16
1474243200,608.8,614.0,608.5,611.89,19723,0,0,BTCUSD,2016-09-19 00:00:00,2016-09-19
1474329600,611.89,612.29,607.89,610.0,15330,0,0,BTCUSD,2016-09-20 00:00:00,2016-09-20
1474416000,609.88,611.0,595.13,598.59,18977,0,0,BTCUSD,2016-09-21 00:00:00,2016-09-21
1474502400,598.6,601.9,590.0,597.0,19300,0,0,BTCUSD,2016-09-22 00:00:00,2016-09-22
1474588800,597.0,605.25,590.75,603.12,21302,0,0,BTCUSD,2016-09-23 00:00:00,2016-09-23
1474848000,602.53,609.82,600.95,606.71,15236,0,0,BTCUSD,2016-09-26 00:00:00,2016-09-26
1474934400,606.71,610.89,602.89,605.56,14536,0,0,BTCUSD,2016-09-27 00:00:00,2016-09-27
1475020800,606.0,608.4,602.51,604.02,15263,0,0,BTCUSD,2016-09-28 00:00:00,2016-09-28
1475107200,604.02,606.54,600.73,605.5,18973,0,0,BTCUSD,2016-09-29 00:00:00,2016-09-29
1475193600,605.5,605.97,598.97,603.06,19356,0,0,BTCUSD,2016-09-30 00:00:00,2016-09-30
1475452800,609.3,611.0,605.0,608.82,19945,0,0,BTCUSD,2016-10-03 00:00:00,2016-10-03
1475539200,608.82,611.0,605.71,606.59,15729,0,0,BTCUSD,2016-10-04 00:00:00,2016-10-04
1475625600,606.59,611.63,606.51,608.17,16426,0,0,BTCUSD,2016-10-05 00:00:00,2016-10-05
1475712000,608.17,611.0,606.23,608.8,12849,0,0,BTCUSD,2016-10-06 00:00:00,2016-10-06
1475798400,608.8,616.35,608.75,614.0,18891,0,0,BTCUSD,2016-10-07 00:00:00,2016-10-07
1476057600,614.9,619.2,612.0,615.34,18357,0,0,BTCUSD,2016-10-10 00:00:00,2016-10-10
1476144000,615.34,642.03,614.01,635.31,15450,0,0,BTCUSD,2016-10-11 00:00:00,2016-10-11
1476230400,635.3,641.08,630.0,630.43,16151,0,0,BTCUSD,2016-10-12 00:00:00,2016-10-12
1476316800,630.43,637.45,630.01,633.5,23604,0,0,BTCUSD,2016-10-13 00:00:00,2016-10-13
1476403200,633.5,637.99,632.48,634.12,20429,0,0,BTCUSD,2016-10-14 00:00:00,2016-10-14
1476662400,638.26,639.99,634.5,638.2,16959,0,0,BTCUSD,2016-10-17 00:00:00,2016-10-17
1476748800,638.2,639.92,632.59,633.0,16376,0,0,BTCUSD,2016-10-18 00:00:00,2016-10-18
1476835200,633.0,635.0,622.5,627.97,19609,0,0,BTCUSD,2016-10-19 00:00:00,2016-10-19
1476921600,627.98,631.8,626.02,628.89,35455,0,0,BTCUSD,2016-10-20 00:00:00,2016-10-20
1477008000,628.89,634.14,626.62,630.93,37372,0,0,BTCUSD,2016-10-21 00:00:00,2016-10-21
1477267200,651.56,654.5,648.0,651.77,32624,0,0,BTCUSD,2016-10-24 00:00:00,2016-10-24
1477353600,651.77,659.89,650.0,658.22,38653,0,0,BTCUSD,2016-10-25 00:00:00,2016-10-25
1477440000,658.22,678.0,653.5,675.42,36654,0,0,BTCUSD,2016-10-26 00:00:00,2016-10-26
1477526400,675.42,686.9,672.0,675.3,42432,0,0,BTCUSD,2016-10-27 00:00:00,2016-10-27
1477612800,675.3,683.9,672.0,682.49,36402,0,0,BTCUSD,2016-10-28 00:00:00,2016-10-28
1477872000,693.0,699.04,678.01,698.0,41864,0,0,BTCUSD,2016-10-31 00:00:00,2016-10-31
1477958400,698.0,724.45,689.1,716.66,37907,0,0,BTCUSD,2016-11-01 00:00:00,2016-11-01
1478044800,716.71,721.9,710.12,720.1,39224,0,0,BTCUSD,2016-11-02 00:00:00,2016-11-02
1478131200,720.1,730.0,684.6,691.6,47762,0,0,BTCUSD,2016-11-03 00:00:00,2016-11-03
1478217600,691.61,704.01,678.45,690.62,50214,0,0,BTCUSD,2016-11-04 00:00:00,2016-11-04
1478476800,700.0,702.89,690.0,692.59,31481,0,0,BTCUSD,2016-11-07 00:00:00,2016-11-07
1478563200,692.59,706.83,688.44,699.41,29535,0,0,BTCUSD,2016-11-08 00:00:00,2016-11-08
1478649600,699.41,717.77,695.74,708.98,12892,0,0,BTCUSD,2016-11-09 00:00:00,2016-11-09
1478736000,708.98,714.95,700.01,706.4,22301,0,0,BTCUSD,2016-11-10 00:00:00,2016-11-10
1478822400,706.39,714.0,704.25,707.01,25791,0,0,BTCUSD,2016-11-11 00:00:00,2016-11-11
1479081600,697.13,703.06,692.9,697.78,25150,0,0,BTCUSD,2016-11-14 00:00:00,2016-11-14
1479168000,697.44,709.99,696.85,702.38,33869,0,0,BTCUSD,2016-11-15 00:00:00,2016-11-15
1479254400,702.38,732.47,700.55,729.54,27149,0,0,BTCUSD,2016-11-16 00:00:00,2016-11-16
1479340800,729.54,738.0,724.08,730.0,21997,0,0,BTCUSD,2016-11-17 00:00:00,2016-11-17
1479427200,730.0,741.0,724.49,735.62,28702,0,0,BTCUSD,2016-11-18 00:00:00,2016-11-18
1479686400,726.0,739.94,722.68,736.03,22495,0,0,BTCUSD,2016-11-21 00:00:00,2016-11-21
1479772800,736.03,745.0,732.7,739.51,28668,0,0,BTCUSD,2016-11-22 00:00:00,2016-11-22
1479859200,739.5,744.5,735.1,740.41,31111,0,0,BTCUSD,2016-11-23 00:00:00,2016-11-23
1479945600,740.41,743.99,735.1,736.3,31350,0,0,BTCUSD,2016-11-24 00:00:00,2016-11-24
1480032000,736.3,739.0,732.0,737.62,30700,0,0,BTCUSD,2016-11-25 00:00:00,2016-11-25
1480291200,731.2,735.01,726.12,732.88,26841,0,0,BTCUSD,2016-11-28 00:00:00,2016-11-28
1480377600,732.88,735.91,727.76,731.0,27485,0,0,BTCUSD,2016-11-29 00:00:00,2016-11-29
1480464000,731.0,738.48,730.0,735.0,26377,0,0,BTCUSD,2016-11-30 00:00:00,2016-11-30
1480550400,735.0,744.9,734.0,743.56,22014,0,0,BTCUSD,2016-12-01 00:00:00,2016-12-01
1480636800,743.56,773.0,740.75,765.08,32956,0,0,BTCUSD,2016-12-02 00:00:00,2016-12-02
1480896000,761.5,767.59,743.0,752.68,33735,0,0,BTCUSD,2016-12-05 00:00:00,2016-12-05
1480982400,753.35,756.99,746.36,751.22,38985,0,0,BTCUSD,2016-12-06 00:00:00,2016-12-06
1481068800,751.0,762.41,749.71,760.0,33753,0,0,BTCUSD,2016-12-07 00:00:00,2016-12-07
1481155200,760.0,769.0,755.01,762.12,31404,0,0,BTCUSD,2016-12-08 00:00:00,2016-12-08
1481241600,762.12,765.55,757.73,760.0,23753,0,0,BTCUSD,2016-12-09 00:00:00,2016-12-09
1481500800,759.34,775.0,757.7,768.8,23595,0,0,BTCUSD,2016-12-12 00:00:00,2016-12-12
1481587200,768.8,776.69,762.03,769.75,28764,0,0,BTCUSD,2016-12-13 00:00:00,2016-12-13
1481673600,769.75,771.88,764.0,770.2,39936,0,0,BTCUSD,2016-12-14 00:00:00,2016-12-14
1481760000,770.2,773.37,768.1,773.04,21054,0,0,BTCUSD,2016-12-15 00:00:00,2016-12-15
1481846400,773.04,774.99,770.0,771.19,21212,0,0,BTCUSD,2016-12-16 00:00:00,2016-12-16
1482105600,778.63,783.6,775.4,777.31,20556,0,0,BTCUSD,2016-12-19 00:00:00,2016-12-19
1482192000,777.31,784.8,777.0,782.9,18952,0,0,BTCUSD,2016-12-20 00:00:00,2016-12-20
1482278400,782.9,825.7,782.0,812.97,22441,0,0,BTCUSD,2016-12-21 00:00:00,2016-12-21
1482364800,812.98,856.02,812.24,847.51,19052,0,0,BTCUSD,2016-12-22 00:00:00,2016-12-22
1482451200,847.5,890.15,839.82,883.27,22456,0,0,BTCUSD,2016-12-23 00:00:00,2016-12-23
1482710400,866.77,892.01,865.95,870.4,18073,0,0,BTCUSD,2016-12-26 00:00:00,2016-12-26
1482796800,870.4,915.2,865.95,905.52,20634,0,0,BTCUSD,2016-12-27 00:00:00,2016-12-27
1482883200,905.52,945.72,901.0,934.44,22021,0,0,BTCUSD,2016-12-28 00:00:00,2016-12-28
1482969600,934.44,944.89,925.01,935.07,21382,0,0,BTCUSD,2016-12-29 00:00:00,2016-12-29
1483056000,935.06,940.0,906.93,926.94,30768,0,0,BTCUSD,2016-12-30 00:00:00,2016-12-30
1483315200,964.99,997.51,955.61,983.68,53392,0,0,BTCUSD,2017-01-02 00:00:00,2017-01-02
1483401600,983.68,995.02,973.01,984.5,43670,0,0,BTCUSD,2017-01-03 00:00:00,2017-01-03
1483488000,984.5,1095.78,982.21,1068.8,24877,0,0,BTCUSD,2017-01-04 00:00:00,2017-01-04
1483574400,1069.49,1094.79,868.03,940.89,20160,0,0,BTCUSD,2017-01-05 00:00:00,2017-01-05
1483660800,940.89,987.2,823.99,855.9,20946,0,0,BTCUSD,2017-01-06 00:00:00,2017-01-06
1483920000,868.62,872.0,840.0,860.5,21503,0,0,BTCUSD,2017-01-09 00:00:00,2017-01-09
1484006400,860.48,878.8,859.1,873.93,19333,0,0,BTCUSD,2017-01-10 00:00:00,2017-01-10
1484092800,873.93,884.81,753.01,776.5,20290,0,0,BTCUSD,2017-01-11 00:00:00,2017-01-11
1484179200,776.5,815.9,752.0,811.8,39328,0,0,BTCUSD,2017-01-12 00:00:00,2017-01-12
1484265600,811.8,821.95,763.2,811.0,43389,0,0,BTCUSD,2017-01-13 00:00:00,2017-01-13
1484524800,825.4,829.2,824.8,827.4,548,0,0,BTCUSD,2017-01-16 00:00:00,2017-01-16
1484611200,827.3,906.0,824.5,895.2,5954,0,0,BTCUSD,2017-01-17 00:00:00,2017-01-17
1484697600,895.1,913.3,849.4,871.4,5648,0,0,BTCUSD,2017-01-18 00:00:00,2017-01-18
1484784000,871.7,907.5,871.7,905.2,4948,0,0,BTCUSD,2017-01-19 00:00:00,2017-01-19
1484870400,905.0,905.9,878.0,894.1,3268,0,0,BTCUSD,2017-01-20 00:00:00,2017-01-20
1485129600,907.43,914.99,899.99,912.0,20412,0,0,BTCUSD,2017-01-23 00:00:00,2017-01-23
1485216000,901.0,906.9,894.1,894.8,1790,0,0,BTCUSD,2017-01-24 00:00:00,2017-01-24
1485302400,894.9,901.1,879.8,890.6,4174,0,0,BTCUSD,2017-01-25 00:00:00,2017-01-25
1485388800,890.7,916.7,890.0,910.7,3973,0,0,BTCUSD,2017-01-26 00:00:00,2017-01-26
1485475200,910.8,921.9,905.9,917.6,3430,0,0,BTCUSD,2017-01-27 00:00:00,2017-01-27
1485734400,910.8,919.4,907.6,918.4,2198,0,0,BTCUSD,2017-01-30 00:00:00,2017-01-30
1485820800,918.3,959.9,915.1,955.1,3767,0,0,BTCUSD,2017-01-31 00:00:00,2017-01-31
1485907200,955.2,975.0,955.2,974.3,5009,0,0,BTCUSD,2017-02-01 00:00:00,2017-02-01
1485993600,974.0,1008.7,970.7,1007.9,4963,0,0,BTCUSD,2017-02-02 00:00:00,2017-02-02
1486080000,1008.3,1019.7,986.3,1009.1,5777,0,0,BTCUSD,2017-02-03 00:00:00,2017-02-03
1486339200,1007.8,1029.1,1003.3,1022.7,4277,0,0,BTCUSD,2017-02-06 00:00:00,2017-02-06
1486425600,1022.8,1053.6,1019.0,1049.0,4444,0,0,BTCUSD,2017-02-07 00:00:00,2017-02-07
1486512000,1047.8,1067.5,1022.5,1056.0,6144,0,0,BTCUSD,2017-02-08 00:00:00,2017-02-08
1486598400,1056.1,1071.8,931.6,968.3,7947,0,0,BTCUSD,2017-02-09 00:00:00,2017-02-09
1486684800,968.1,1008.2,948.4,998.3,9137,0,0,BTCUSD,2017-02-10 00:00:00,2017-02-10
1486944000,997.6,1005.0,973.2,996.7,4408,0,0,BTCUSD,2017-02-13 00:00:00,2017-02-13
1487030400,995.7,1016.1,985.7,1007.1,4081,0,0,BTCUSD,2017-02-14 00:00:00,2017-02-14
1487116800,1007.4,1009.8,998.5,1009.8,3205,0,0,BTCUSD,2017-02-15 00:00:00,2017-02-15
1487203200,1009.5,1040.1,1006.8,1031.5,5410,0,0,BTCUSD,2017-02-16 00:00:00,2017-02-16
1487289600,1031.6,1060.8,1027.4,1055.8,7465,0,0,BTCUSD,2017-02-17 00:00:00,2017-02-17
1487548800,1048.2,1061.8,1041.9,1056.8,3371,0,0,BTCUSD,2017-02-20 00:00:00,2017-02-20
1487635200,1057.2,1116.0,1057.1,1112.4,5839,0,0,BTCUSD,2017-02-21 00:00:00,2017-02-21
1487721600,1111.7,1139.9,1096.3,1126.6,7179,0,0,BTCUSD,2017-02-22 00:00:00,2017-02-22
1487808000,1126.7,1134.7,1125.3,1127.8,812,0,0,BTCUSD,2017-02-23 00:00:00,2017-02-23
1487894400,1185.5,1217.7,1089.8,1173.6,7057,0,0,BTCUSD,2017-02-24 00:00:00,2017-02-24
1488153600,1174.2,1193.7,1169.3,1190.6,4192,0,0,BTCUSD,2017-02-27 00:00:00,2017-02-27
1488240000,1190.7,1207.5,1173.8,1193.2,7082,0,0,BTCUSD,2017-02-28 00:00:00,2017-02-28
1488326400,1193.5,1228.0,1186.0,1220.7,7131,0,0,BTCUSD,2017-03-01 00:00:00,2017-03-01
1488412800,1220.8,1278.8,1212.6,1251.2,6834,0,0,BTCUSD,2017-03-02 00:00:00,2017-03-02
1488499200,1250.7,1291.5,1244.7,1275.2,8260,0,0,BTCUSD,2017-03-03 00:00:00,2017-03-03
1488758400,1265.2,1282.0,1250.9,1273.2,3811,0,0,BTCUSD,2017-03-06 00:00:00,2017-03-06
1488844800,1273.3,1277.7,1173.7,1243.0,6670,0,0,BTCUSD,2017-03-07 00:00:00,2017-03-07
1488931200,1243.1,1243.1,1152.2,1158.4,7600,0,0,BTCUSD,2017-03-08 00:00:00,2017-03-08
1489017600,1158.5,1204.1,1132.0,1193.8,7299,0,0,BTCUSD,2017-03-09 00:00:00,2017-03-09
1489104000,1193.9,1343.4,972.5,1101.6,7307,0,0,BTCUSD,2017-03-10 00:00:00,2017-03-10
1489363200,1217.0,1246.0,1212.7,1241.5,5495,0,0,BTCUSD,2017-03-13 00:00:00,2017-03-13
1489449600,1241.8,1256.5,1224.2,1247.4,4939,0,0,BTCUSD,2017-03-14 00:00:00,2017-03-14
1489536000,1247.5,1256.7,1236.4,1248.2,5458,0,0,BTCUSD,2017-03-15 00:00:00,2017-03-15
1489622400,1248.6,1257.0,1145.8,1153.8,7148,0,0,BTCUSD,2017-03-16 00:00:00,2017-03-16
1489708800,1154.6,1184.9,1076.2,1108.6,9750,0,0,BTCUSD,2017-03-17 00:00:00,2017-03-17
1489968000,1050.7,1052.1,1003.8,1023.9,7126,0,0,BTCUSD,2017-03-20 00:00:00,2017-03-20
1490054400,1023.8,1114.2,1023.8,1106.0,5964,0,0,BTCUSD,2017-03-21 00:00:00,2017-03-21
1490140800,1128.1,1147.0,1038.0,1058.0,23053,0,0,BTCUSD,2017-03-22 00:00:00,2017-03-22
1490227200,1058.0,1084.38,1051.0,1062.8,20282,0,0,BTCUSD,2017-03-23 00:00:00,2017-03-23
1490313600,1062.8,1062.8,980.48,985.43,22643,0,0,BTCUSD,2017-03-24 00:00:00,2017-03-24
1490572800,1015.7,1028.5,1005.8,1021.1,2606,0,0,BTCUSD,2017-03-27 00:00:00,2017-03-27
1490659200,1020.8,1065.3,1011.8,1024.9,8090,0,0,BTCUSD,2017-03-28 00:00:00,2017-03-28
1490745600,1025.0,1055.7,1005.9,1033.8,8230,0,0,BTCUSD,2017-03-29 00:00:00,2017-03-29
1490832000,1034.0,1047.1,1016.9,1027.1,6382,0,0,BTCUSD,2017-03-30 00:00:00,2017-03-30
1490918400,1040.1,1078.0,1035.0,1063.3,4657,0,0,BTCUSD,2017-03-31 00:00:00,2017-03-31
1491177600,1088.2,1144.0,1073.1,1143.8,10516,0,0,BTCUSD,2017-04-03 00:00:00,2017-04-03
1491264000,1143.2,1160.1,1116.8,1134.3,10748,0,0,BTCUSD,2017-04-04 00:00:00,2017-04-04
1491350400,1134.2,1141.9,1108.6,1125.9,9670,0,0,BTCUSD,2017-04-05 00:00:00,2017-04-05
1491436800,1125.7,1190.2,1119.5,1190.2,9480,0,0,BTCUSD,2017-04-06 00:00:00,2017-04-06
1491523200,1192.2,1198.9,1173.4,1191.8,9309,0,0,BTCUSD,2017-04-07 00:00:00,2017-04-07
1491782400,1208.6,1215.93,1192.26,1199.53,86804,0,0,BTCUSD,2017-04-10 00:00:00,2017-04-10
1491868800,1199.43,1225.46,1196.32,1216.33,93341,0,0,BTCUSD,2017-04-11 00:00:00,2017-04-11
1491955200,1216.37,1223.39,1205.51,1211.62,105110,0,0,BTCUSD,2017-04-12 00:00:00,2017-04-12
1492041600,1211.64,1216.97,1138.03,1165.74,185202,0,0,BTCUSD,2017-04-13 00:00:00,2017-04-13
1492128000,1164.12,1190.06,1139.89,1163.08,226840,0,0,BTCUSD,2017-04-14 00:00:00,2017-04-14
1492214400,1163.08,1163.08,1163.08,1163.08,1,0,0,BTCUSD,2017-04-15 00:00:00,2017-04-15
1492387200,1167.55,1189.25,1158.01,1184.76,105918,0,0,BTCUSD,2017-04-17 00:00:00,2017-04-17
1492473600,1183.46,1207.19,1171.9,1194.71,99078,0,0,BTCUSD,2017-04-18 00:00:00,2017-04-18
1492560000,1195.32,1207.47,1187.55,1199.68,89840,0,0,BTCUSD,2017-04-19 00:00:00,2017-04-19
1492646400,1199.77,1240.33,1187.92,1235.11,102137,0,0,BTCUSD,2017-04-20 00:00:00,2017-04-20
1492732800,1235.25,1249.3,1225.67,1238.84,109202,0,0,BTCUSD,2017-04-21 00:00:00,2017-04-21
1492992000,1236.97,1250.82,1231.46,1248.86,83115,0,0,BTCUSD,2017-04-24 00:00:00,2017-04-24
1493078400,1248.58,1276.98,1248.17,1271.43,112130,0,0,BTCUSD,2017-04-25 00:00:00,2017-04-25
1493164800,1271.49,1312.38,1266.06,1286.5,148317,0,0,BTCUSD,2017-04-26 00:00:00,2017-04-26
1493251200,1285.15,1338.91,1281.54,1338.03,98199,0,0,BTCUSD,2017-04-27 00:00:00,2017-04-27
1493337600,1338.05,1344.51,1295.85,1302.42,175508,0,0,BTCUSD,2017-04-28 00:00:00,2017-04-28
1493596800,1339.73,1421.99,1338.37,1414.09,234923,0,0,BTCUSD,2017-05-01 00:00:00,2017-05-01
1493683200,1414.1,1477.0,1385.24,1426.46,238494,0,0,BTCUSD,2017-05-02 00:00:00,2017-05-02
1493769600,1426.85,1507.27,1425.55,1507.27,223933,0,0,BTCUSD,2017-05-03 00:00:00,2017-05-03
1493856000,1507.8,1620.01,1478.0,1478.98,327437,0,0,BTCUSD,2017-05-04 00:00:00,2017-05-04
1493942400,1468.57,1606.33,1441.95,1511.34,455031,0,0,BTCUSD,2017-05-05 00:00:00,2017-05-05
1494201600,1524.92,1626.49,1522.27,1621.66,425728,0,0,BTCUSD,2017-05-08 00:00:00,2017-05-08
1494288000,1621.74,1757.39,1611.99,1698.3,384940,0,0,BTCUSD,2017-05-09 00:00:00,2017-05-09
1494374400,1698.99,1790.99,1665.46,1760.57,250110,0,0,BTCUSD,2017-05-10 00:00:00,2017-05-10
1494460800,1759.58,1889.64,1742.03,1803.05,313474,0,0,BTCUSD,2017-05-11 00:00:00,2017-05-11
